Ticker 1,Ticker 2,Cointegration P-Value,Hedge Ratio
AMZN,V,0.0151,1.1385592520116097
ANET,APA,0.0465,-3.001151465634883
ANET,APTV,0.0316,-1.1018634284314317
ANET,AVGO,0.0041,0.5088479354582953
ANET,BIIB,0.0373,-0.5241639476783033
ANET,BRK-B,0.012,0.38123368365894866
ANET,BRO,0.0264,1.3223799596029808
ANET,BSX,0.0194,1.565468011754481
ANET,COST,0.0039,0.132415430373834
ANET,DVA,0.047,0.7006878220889097
ANET,ECL,0.0068,0.550184892813375
ANET,FICO,0.0138,0.05093217362909466
ANET,GRMN,0.0231,0.6378172207515963
ANET,HLT,0.0045,0.6026763058137979
ANET,INVH,0.0447,7.531886353004047
ANET,JPM,0.0055,0.6226485560321066
ANET,KKR,0.0133,0.7603591146774615
ANET,L,0.0236,2.181550325108531
ANET,LII,0.019,0.16826050136615864
ANET,LKQ,0.0353,-3.1748440981120156
ANET,LLY,0.0358,0.09546811099895082
ANET,NFLX,0.029,0.13840044930047354
ANET,PGR,0.0397,0.4864484794862382
ANET,PKG,0.0042,0.7071732584392578
ANET,RCL,0.0237,0.5171499075867242
ANET,REGN,0.0123,0.14372257272920202
ANET,RSG,0.0129,0.7277947891802773
ANET,STX,0.0013,1.0868426376238005
ANET,TJX,0.0203,1.3742039713078975
ANET,TT,0.0181,0.2894709574891499
ANET,VRTX,0.0026,0.29997248389077225
AON,CSCO,0.0329,3.701764758745915
AON,CVX,0.0238,-0.6854041020441374
AON,DVN,0.0371,-1.4142849331077028
AON,DXCM,0.0253,-0.3428246716518628
AON,MRNA,0.0363,-0.2528865160486308
AON,OXY,0.0087,-2.1277584957606157
AON,TSLA,0.0442,0.15450108995317233
AOS,APA,0.0013,-1.4969849915812534
AOS,APO,0.0384,0.4344333753934686
AOS,APTV,0.0139,-0.45224258269463125
AOS,BIIB,0.0185,-0.24016949576771932
AOS,BKNG,0.0216,0.014967474602334115
AOS,BLDR,0.0291,0.22007323523283906
AOS,BMY,0.0431,-0.9984611189416026
AOS,BR,0.0422,0.34128981786378176
AOS,CAH,0.0432,0.6810712124686492
AOS,CDNS,0.0228,0.1982547556811562
AOS,CHD,0.0172,0.9557314147998284
AOS,CME,0.0411,0.4859609791658232
AOS,CMG,0.0119,0.845492937431407
AOS,COF,0.0489,0.45369279013244473
AOS,COIN,0.0226,0.12661219388347608
AOS,COR,0.0124,0.29880983531765604
AOS,CPAY,0.0493,0.23154545051621364
AOS,CPRT,0.0271,1.150044004909775
AOS,CRM,0.0236,0.20007026179486276
AOS,CRWD,0.0323,0.1021779108175075
AOS,DASH,0.0027,0.33783738415286413
AOS,DDOG,0.0086,0.4186557119949717
AOS,DECK,0.0172,0.25984472129459796
AOS,DELL,0.0412,0.2561710300014306
AOS,DLR,0.0378,0.4244568727534548
AOS,DVA,0.0237,0.3353014800648526
AOS,ESS,0.0484,0.26084668894338053
AOS,FAST,0.0062,2.2551246089434605
AOS,FI,0.0337,0.4344969151719996
AOS,GNRC,0.0014,0.26251030514452833
AOS,GWW,0.0024,0.06565286151495256
AOS,HUBB,0.0305,0.1539677309804429
AOS,HUM,0.0032,-0.12231696587251632
AOS,INTU,0.0222,0.09527693278794983
AOS,INVH,0.0043,3.8475385312967543
AOS,KLAC,0.035,0.05820402606075728
AOS,LEN,0.0148,0.3326458818909587
AOS,LIN,0.0056,0.18802064323551282
AOS,LKQ,0.0458,-1.1497412987218574
AOS,LRCX,0.0348,0.49331555080832445
AOS,LYB,0.0259,1.339484585653631
AOS,LYV,0.0191,0.8162485571186918
AOS,MAR,0.0066,0.28724847971177947
AOS,META,0.0019,0.068956517648617
AOS,MLM,0.0284,0.10767829666726815
AOS,MOS,0.0117,-1.2117187518643908
AOS,MSFT,0.0029,0.13825443903298287
AOS,NFLX,0.0136,0.06865181859185233
AOS,NOW,0.005,0.06214690249969345
AOS,ORLY,0.0401,1.3035458898956114
AOS,PANW,0.0132,0.2768037832528825
AOS,PAYC,0.0295,-0.12877730946969887
AOS,PFE,0.0294,-1.5430560752441063
AOS,PH,0.0391,0.09487192061401836
AOS,PHM,0.0165,0.3395456337025965
AOS,PNR,0.0406,0.6854883841417068
AOS,RCL,0.0259,0.2600788426890438
AOS,RSG,0.0137,0.34966281266783616
AOS,SNPS,0.0392,0.10155919660462173
