Ticker 1,Ticker 2,P-Value
CNP,STT,0.0468
CNP,STX,0.0415
CNP,SUN,0.0493
CNP,SYK,0.0444
CNP,T,0.0388
CNP,TAP,0.0467
CNP,TDC,0.0455
CNP,TE,0.0474
CNP,TEL,0.0416
CNP,TER,0.0129
CNP,TGT,0.0393
CNP,THC,0.0361
CNP,TJX,0.0450
CNP,TMO,0.0361
CNP,TRIP,0.0459
CNP,TROW,0.0060
CNP,TRV,0.0413
CNP,TSN,0.0432
CNP,TXN,0.0200
CNP,UNH,0.0413
CNP,UNM,0.0475
CNP,URBN,0.0470
CNP,USB,0.0483
CNP,V,0.0478
CNP,VFC,0.0464
CNP,VMC,0.0469
CNP,VNO,0.0482
CNP,VRSN,0.0491
CNP,VTR,0.0431
CNP,VZ,0.0403
CNP,WAT,0.0464
CNP,WDC,0.0333
CNP,WFC,0.0384
CNP,WHR,0.0459
CNP,WM,0.0416
CNP,WMB,0.0464
CNP,WMT,0.0407
CNP,WYNN,0.0402
CNP,XOM,0.0494
CNP,XRX,0.0467
CNP,XYL,0.0241
CNP,YUM,0.0235
CNP,ZION,0.0483
CNX,DLTR,0.0309
COF,COST,0.0335
COF,DVA,0.0255
COF,ECL,0.0362
COF,HUM,0.0017
COF,IR,0.0427
COF,MAS,0.0492
COF,NFLX,0.0095
COF,RL,0.0036
COF,RSG,0.0373
COF,SPG,0.0112
COF,STI,0.0288
COF,WM,0.0134
COP,CPB,0.0414
COP,EXC,0.0285
COP,GILD,0.0255
COP,GIS,0.0354
COP,HSY,0.0153
COP,IPG,0.0008
COP,LNC,0.0479
COP,NKE,0.0306
COP,OI,0.0233
COP,PEP,0.0380
COP,SBUX,0.0163
COP,SE,0.0475
COP,SJM,0.0336
COP,VRSN,0.0158
COP,WEC,0.0404
COP,WU,0.0052
COP,WYNN,0.0329
COP,XEL,0.0193
COP,XRAY,0.0429
COST,CTAS,0.0435
COST,JPM,0.0016
COST,L,0.0421
COST,NTAP,0.0440
COST,R,0.0218
COST,STX,0.0098
COST,TEL,0.0460
CPB,D,0.0160
CPB,NE,0.0115
CRM,FAST,0.0146
CRM,FOSL,0.0242
CRM,ITW,0.0099
CRM,NBR,0.0095
CRM,PCAR,0.0452
CRM,PFE,0.0211
CRM,S,0.0242
CRM,SNA,0.0120
CRM,V,0.0167
CSCO,CVX,0.0147
CSCO,DIS,0.0215
CSCO,DLTR,0.0225
CSCO,DVN,0.0027
CSCO,EL,0.0425
CSCO,FHN,0.0344
CSCO,FMC,0.0454
CSCO,FOSL,0.0402
CSCO,GIS,0.0483
CSCO,GME,0.0268
CSCO,GPC,0.0109
CSCO,HOG,0.0393
CSCO,HP,0.0484
CSCO,KMX,0.0481
CSCO,LUV,0.0449
CSCO,M,0.0022
CSCO,MAT,0.0223
CSCO,MOS,0.0453
CSCO,NBR,0.0366
CSCO,OXY,0.0150
CSCO,PFG,0.0470
CSCO,SCHW,0.0498
CSCO,SEE,0.0209
CSCO,SYY,0.0167
CSCO,TGT,0.0156
CSCO,TRIP,0.0408
CSX,EXPE,0.0163
CSX,FAST,0.0157
CSX,HST,0.0091
CSX,HUM,0.0044
CSX,MOS,0.0242
CSX,NBR,0.0147
CSX,PCAR,0.0463
CSX,RSG,0.0498
CSX,S,0.0049
CSX,STI,0.0268
CSX,SUN,0.0176
CSX,WM,0.0268
CTAS,DVA,0.0348
CTAS,ICE,0.0305
CTAS,OKE,0.0212
CTAS,PGR,0.0434
CTAS,R,0.0334
CTSH,EXPE,0.0060
CTSH,GNW,0.0223
CTSH,GPC,0.0246
CTSH,LH,0.0481
CTSH,S,0.0180
CTSH,SWK,0.0210
CTSH,TE,0.0391
CTSH,UNP,0.0211
CVS,FDX,0.0365
CVS,PCG,0.0424
CVX,D,0.0087
CVX,DD,0.0275
CVX,DELL,0.0239
CVX,DHI,0.0278
CVX,DIS,0.0407
CVX,DLTR,0.0199
CVX,DRI,0.0002
CVX,DV,0.0244
CVX,DVN,0.0006
CVX,EA,0.0347
CVX,EL,0.0049
CVX,EQT,0.0412
CVX,EW,0.0292
CVX,EXPD,0.0170
CVX,EXPE,0.0013
CVX,FAST,0.0439
CVX,FDX,0.0015
CVX,FHN,0.0294
CVX,FIS,0.0371
CVX,FLS,0.0104
CVX,FMC,0.0062
CVX,FOSL,0.0019
CVX,FTI,0.0090
CVX,GCI,0.0259
CVX,GE,0.0123
CVX,GIS,0.0251
CVX,GNW,0.0016
CVX,GPC,0.0039
CVX,GWW,0.0030
CVX,HAS,0.0379
CVX,HIG,0.0188
CVX,HOG,0.0120
CVX,HP,0.0073
CVX,HRL,0.0003
CVX,HSY,0.0304
CVX,IFF,0.0327
CVX,INTU,0.0465
CVX,ITW,0.0015
CVX,JBL,0.0285
CVX,JNJ,0.0338
CVX,JPM,0.0117
CVX,KMX,0.0226
CVX,KSS,0.0367
CVX,L,0.0071
CVX,LEG,0.0195
CVX,LEN,0.0374
CVX,LLY,0.0115
CVX,LNC,0.0155
CVX,LUV,0.0132
CVX,M,0.0340
CVX,MA,0.0480
CVX,MCD,0.0005
CVX,MCK,0.0170
CVX,MCO,0.0412
CVX,MKC,0.0411
CVX,MMC,0.0042
CVX,MOS,0.0435
CVX,MPC,0.0190
CVX,MRK,0.0309
CVX,MSFT,0.0370
CVX,MU,0.0270
CVX,NBR,0.0065
CVX,NEM,0.0449
CVX,NI,0.0166
CVX,NTAP,0.0175
CVX,NVDA,0.0144
CVX,NWL,0.0314
CVX,OI,0.0429
CVX,ORCL,0.0387
CVX,ORLY,0.0023
CVX,OXY,0.0199
CVX,PAYX,0.0161
CVX,PBI,0.0154
CVX,PCAR,0.0098
CVX,PCG,0.0003
CVX,PEG,0.0152
CVX,PEP,0.0468
CVX,PFE,0.0018
CVX,PGR,0.0135
CVX,PH,0.0055
CVX,PHM,0.0366
CVX,PNW,0.0114
CVX,PPG,0.0033
CVX,PRGO,0.0212
CVX,PSX,0.0206
CVX,PX,0.0377
CVX,R,0.0104
CVX,RL,0.0125
CVX,ROP,0.0314
CVX,S,0.0218
CVX,SCHW,0.0479
CVX,SE,0.0412
CVX,SEE,0.0056
CVX,SNA,0.0085
CVX,SO,0.0123
CVX,SUN,0.0379
CVX,SWK,0.0162
CVX,SYK,0.0430
CVX,TAP,0.0052
CVX,TE,0.0009
CVX,TGT,0.0384
CVX,TJX,0.0079
CVX,TMO,0.0493
CVX,TRIP,0.0237
CVX,TSN,0.0086
CVX,UNH,0.0147
CVX,UNM,0.0134
CVX,UPS,0.0295
CVX,V,0.0361
CVX,VFC,0.0043
CVX,VRSN,0.0286
CVX,VTR,0.0095
CVX,VZ,0.0201
CVX,WEC,0.0428
CVX,WHR,0.0205
CVX,XRX,0.0443
D,DGX,0.0004
D,ETR,0.0345
D,FE,0.0181
D,IFF,0.0041
D,INTC,0.0460
D,IVZ,0.0115
D,JCI,0.0149
D,K,0.0238
D,LMT,0.0191
D,NEE,0.0112
D,NEM,0.0042
D,PFG,0.0443
D,PPL,0.0154
D,RF,0.0112
D,SRE,0.0489
D,STT,0.0272
D,SYY,0.0401
D,T,0.0276
D,TSN,0.0198
DD,DELL,0.0493
DD,DHI,0.0399
DD,DHR,0.0196
DD,DLTR,0.0019
DD,DTE,0.0076
DD,DUK,0.0094
DD,DV,0.0458
DD,DVA,0.0076
DD,DVN,0.0481
DD,EBAY,0.0081
DD,ECL,0.0293
DD,ED,0.0404
DD,EIX,0.0120
DD,EMN,0.0453
DD,EQR,0.0010
DD,ETR,0.0326
DD,FE,0.0439
DD,FFIV,0.0323
DD,FIS,0.0284
DD,FITB,0.0456
DD,FLR,0.0485
DD,FLS,0.0418
DD,FSLR,0.0482
DD,GCI,0.0010
DD,GE,0.0178
DD,GLW,0.0337
DD,GPC,0.0427
DD,GS,0.0389
DD,HAS,0.0346
DD,HIG,0.0121
DD,HPQ,0.0302
DD,HRB,0.0064
DD,HUM,0.0200
DD,IBM,0.0351
DD,ICE,0.0244
DD,IP,0.0052
DD,IRM,0.0079
DD,KLAC,0.0415
DD,KMI,0.0103
DD,KO,0.0325
DD,KR,0.0350
DD,L,0.0424
DD,LEG,0.0176
DD,LLY,0.0371
DD,LOW,0.0303
DD,MAS,0.0275
DD,MCO,0.0161
DD,MMC,0.0127
DD,MMM,0.0320
DD,MO,0.0355
DD,MOS,0.0404
DD,MS,0.0344
DD,MSI,0.0166
DD,NBR,0.0394
DD,NFLX,0.0337
DD,NI,0.0102
DD,NKE,0.0319
DD,NRG,0.0148
DD,NTAP,0.0187
DD,NU,0.0305
DD,NVDA,0.0156
DD,OI,0.0284
DD,OKE,0.0184
DD,ORCL,0.0142
DD,ORLY,0.0397
DD,OXY,0.0433
DD,PAYX,0.0134
DD,PBI,0.0156
DD,PCG,0.0474
DD,PEG,0.0033
DD,PG,0.0428
DD,PGR,0.0107
DD,PH,0.0308
DD,PHM,0.0381
DD,PM,0.0218
DD,PNC,0.0481
DD,PNW,0.0404
DD,PPL,0.0424
DD,PSA,0.0206
DD,PWR,0.0208
DD,R,0.0139
DD,RSG,0.0355
DD,SHW,0.0433
DD,SO,0.0039
DD,SRE,0.0289
DD,STX,0.0247
DD,SWK,0.0484
DD,TER,0.0260
DD,THC,0.0058
DD,TJX,0.0202
DD,TXN,0.0263
DD,UNM,0.0416
DD,UPS,0.0363
DD,VNO,0.0097
DD,VRSN,0.0400
DD,VTR,0.0089
DD,VZ,0.0475
DD,WMB,0.0124
DD,WMT,0.0067
DE,DELL,0.0140
DE,DGX,0.0290
DE,DHI,0.0162
DE,DHR,0.0242
DE,DIS,0.0248
DE,DLTR,0.0310
DE,DOV,0.0214
DE,DOW,0.0492
DE,DRI,0.0296
DE,DTE,0.0209
DE,DUK,0.0242
DE,DV,0.0266
DE,DVA,0.0183
DE,DVN,0.0185
DE,EA,0.0065
DE,EBAY,0.0248
DE,ECL,0.0143
DE,ED,0.0272
DE,EFX,0.0205
DE,EIX,0.0216
DE,EL,0.0109
DE,EMN,0.0280
DE,EMR,0.0265
DE,EOG,0.0425
DE,EQR,0.0239
DE,EQT,0.0241
DE,ETN,0.0153
DE,ETR,0.0239
DE,EW,0.0247
DE,EXC,0.0089
DE,EXPD,0.0270
DE,EXPE,0.0203
DE,F,0.0485
DE,FAST,0.0124
DE,FCX,0.0441
DE,FDX,0.0102
DE,FE,0.0255
DE,FFIV,0.0214
DE,FHN,0.0062
DE,FIS,0.0238
DE,FITB,0.0242
DE,FLR,0.0194
DE,FLS,0.0151
DE,FMC,0.0088
DE,FOSL,0.0065
DE,FSLR,0.0232
DE,FTI,0.0121
DE,GCI,0.0240
DE,GD,0.0182
DE,GE,0.0151
DE,GILD,0.0309
DE,GIS,0.0142
DE,GLW,0.0247
DE,GME,0.0236
DE,GNW,0.0198
DE,GOOG,0.0088
DE,GPC,0.0182
DE,GS,0.0210
DE,GT,0.0317
DE,GWW,0.0124
DE,HAS,0.0158
DE,HBAN,0.0194
DE,HD,0.0266
DE,HIG,0.0200
DE,HOG,0.0056
DE,HP,0.0301
DE,HPQ,0.0193
DE,HRB,0.0226
DE,HRL,0.0025
DE,HST,0.0220
DE,HSY,0.0228
DE,HUM,0.0245
DE,IBM,0.0204
DE,ICE,0.0174
DE,IFF,0.0185
DE,INTC,0.0168
DE,INTU,0.0089
DE,IP,0.0215
DE,IR,0.0136
DE,IRM,0.0192
DE,ISRG,0.0155
DE,ITW,0.0436
DE,IVZ,0.0139
DE,JBL,0.0110
DE,JCI,0.0343
DE,JNJ,0.0051
DE,JPM,0.0157
DE,K,0.0173
DE,KEY,0.0163
DE,KIM,0.0285
DE,KLAC,0.0123
DE,KMB,0.0277
DE,KMI,0.0218
DE,KMX,0.0314
DE,KO,0.0250
DE,KR,0.0229
DE,KSS,0.0179
DE,L,0.0123
DE,LEG,0.0146
DE,LEN,0.0148
DE,LH,0.0380
DE,LLY,0.0115
DE,LMT,0.0266
DE,LNC,0.0220
DE,LOW,0.0286
DE,LRCX,0.0095
DE,LUV,0.0036
DE,M,0.0282
DE,MA,0.0163
DE,MAR,0.0141
DE,MAS,0.0179
DE,MAT,0.0268
DE,MCD,0.0345
DE,MCHP,0.0326
DE,MCK,0.0076
DE,MCO,0.0155
DE,MDT,0.0243
DE,MET,0.0262
DE,MKC,0.0154
DE,MMC,0.0110
DE,MMM,0.0223
DE,MNST,0.0392
DE,MO,0.0218
DE,MOS,0.0113
DE,MPC,0.0144
DE,MRK,0.0180
DE,MS,0.0320
DE,MSFT,0.0075
DE,MSI,0.0151
DE,MTB,0.0209
DE,MU,0.0124
DE,NBR,0.0178
DE,NDAQ,0.0237
DE,NE,0.0419
DE,NEE,0.0098
DE,NEM,0.0179
DE,NFLX,0.0150
DE,NI,0.0241
DE,NKE,0.0407
DE,NOC,0.0200
DE,NRG,0.0200
DE,NSC,0.0289
DE,NTAP,0.0140
DE,NTRS,0.0174
DE,NU,0.0135
DE,NVDA,0.0139
DE,NWL,0.0046
DE,NWSA,0.0112
DE,OI,0.0378
DE,OKE,0.0203
DE,OMC,0.0255
DE,ORCL,0.0183
DE,ORLY,0.0118
DE,OXY,0.0380
DE,PAYX,0.0268
DE,PBI,0.0210
DE,PCAR,0.0135
DE,PCG,0.0200
DE,PEG,0.0219
DE,PEP,0.0378
DE,PFE,0.0052
DE,PFG,0.0170
DE,PG,0.0186
DE,PGR,0.0172
DE,PH,0.0159
DE,PHM,0.0142
DE,PM,0.0254
DE,PNC,0.0238
DE,PNW,0.0284
DE,PPL,0.0255
DE,PRGO,0.0167
DE,PRU,0.0235
DE,PSA,0.0230
DE,PSX,0.0145
DE,PWR,0.0175
DE,PX,0.0118
DE,QCOM,0.0155
DE,R,0.0183
DE,RF,0.0129
DE,RHI,0.0279
DE,RL,0.0168
DE,ROP,0.0100
DE,ROST,0.0181
DE,RRC,0.0105
DE,RSG,0.0134
DE,S,0.0155
DE,SBUX,0.0272
DE,SCHW,0.0098
DE,SE,0.0234
DE,SEE,0.0065
DE,SHW,0.0210
DE,SJM,0.0102
DE,SLM,0.0210
DE,SNA,0.0198
DE,SO,0.0205
DE,SPG,0.0206
DE,SRE,0.0240
DE,STI,0.0191
DE,STT,0.0357
DE,STX,0.0121
DE,STZ,0.0317
DE,SUN,0.0081
DE,SWK,0.0310
DE,SYK,0.0126
DE,SYY,0.0323
DE,T,0.0242
DE,TAP,0.0295
DE,TDC,0.0325
DE,TE,0.0060
DE,TEL,0.0205
DE,TER,0.0208
DE,TGT,0.0247
DE,THC,0.0193
DE,TJX,0.0149
DE,TMO,0.0266
DE,TRIP,0.0240
DE,TROW,0.0297
DE,TRV,0.0221
DE,TSN,0.0123
DE,TXN,0.0263
DE,TXT,0.0201
DE,UNH,0.0186
DE,UNM,0.0179
DE,UNP,0.0215
DE,UPS,0.0167
DE,URBN,0.0090
DE,USB,0.0197
DE,V,0.0124
DE,VFC,0.0047
DE,VLO,0.0247
DE,VMC,0.0167
DE,VNO,0.0236
DE,VRSN,0.0365
DE,VTR,0.0245
DE,VZ,0.0222
DE,WAT,0.0228
DE,WDC,0.0146
DE,WEC,0.0089
DE,WFC,0.0204
DE,WHR,0.0107
DE,WM,0.0141
DE,WMB,0.0191
DE,WMT,0.0196
DE,WU,0.0245
DE,WY,0.0432
DE,WYNN,0.0465
DE,XEL,0.0111
DE,XOM,0.0337
DE,XRAY,0.0361
DE,XRX,0.0473
DE,XYL,0.0242
DE,YUM,0.0379
DE,ZION,0.0157
DELL,EMR,0.0343
DELL,ETN,0.0109
DELL,GOOG,0.0292
DELL,IR,0.0347
DELL,KLAC,0.0476
DELL,LEG,0.0047
DELL,MCK,0.0060
DELL,MU,0.0064
DELL,NWSA,0.0411
DELL,WDC,0.0005
DELL,WHR,0.0198
DELL,WM,0.0228
DGX,DTE,0.0333
DGX,DUK,0.0467
DGX,ETR,0.0178
DGX,FE,0.0030
DGX,GT,0.0382
DGX,IFF,0.0055
DGX,K,0.0118
DGX,KIM,0.0216
DGX,MMM,0.0038
DGX,MTB,0.0182
DGX,NDAQ,0.0352
DGX,NEE,0.0028
DGX,NEM,0.0017
DGX,PPL,0.0101
DGX,PSA,0.0473
DGX,RF,0.0258
DGX,SRE,0.0000
DGX,WEC,0.0226
DGX,XRX,0.0225
DHI,DVA,0.0444
DHI,FFIV,0.0413
DHI,ICE,0.0466
DHI,MCO,0.0106
DHI,ORLY,0.0221
DHR,DOV,0.0331
DHR,DUK,0.0246
DHR,EBAY,0.0499
DHR,EMN,0.0145
DHR,FIS,0.0017
DHR,FITB,0.0084
DHR,FLR,0.0399
DHR,GD,0.0146
DHR,GS,0.0040
DHR,HD,0.0475
DHR,HIG,0.0037
DHR,HRB,0.0415
DHR,HUM,0.0384
DHR,IBM,0.0319
DHR,ICE,0.0416
DHR,IP,0.0059
DHR,IRM,0.0499
DHR,JPM,0.0430
DHR,KMI,0.0112
DHR,MET,0.0200
DHR,MTB,0.0436
DHR,NRG,0.0444
DHR,OKE,0.0145
DHR,PBI,0.0361
DHR,PGR,0.0315
DHR,PNC,0.0243
DHR,PRU,0.0133
DHR,SLM,0.0341
DHR,SPG,0.0197
DHR,STI,0.0057
DHR,TRV,0.0074
DHR,VRSN,0.0089
DHR,VZ,0.0243
DHR,XYL,0.0465
DIS,TGT,0.0164
DOV,DVA,0.0067
DOV,ECL,0.0431
DOV,EMN,0.0200
DOV,EQR,0.0328
DOV,FIS,0.0390
DOV,HIG,0.0140
DOV,HUM,0.0013
DOV,JPM,0.0475
DOV,KR,0.0196
DOV,LEG,0.0299
DOV,NRG,0.0205
DOV,NVDA,0.0295
DOV,OKE,0.0416
DOV,PGR,0.0157
DOV,RL,0.0430
DOV,STI,0.0021
DOV,THC,0.0205
DOV,VZ,0.0393
DOV,WM,0.0252
DOW,DTE,0.0448
DOW,DVA,0.0275
DOW,DVN,0.0369
DOW,ECL,0.0403
DOW,EQR,0.0356
DOW,ETN,0.0373
DOW,FCX,0.0328
DOW,FIS,0.0286
DOW,FITB,0.0496
DOW,GE,0.0463
DOW,HRB,0.0461
DOW,HUM,0.0028
DOW,KLAC,0.0494
DOW,KR,0.0300
DOW,LEG,0.0307
DOW,LRCX,0.0418
DOW,MOS,0.0362
DOW,MRK,0.0128
DOW,MU,0.0309
DOW,NBR,0.0186
DOW,NFLX,0.0389
DOW,NRG,0.0398
DOW,NU,0.0489
DOW,NVDA,0.0417
DOW,PCAR,0.0379
DOW,PFE,0.0382
DOW,PGR,0.0464
DOW,PWR,0.0460
DOW,PX,0.0460
DOW,QCOM,0.0239
DOW,RL,0.0353
DOW,RSG,0.0365
DOW,S,0.0314
DOW,STI,0.0183
DOW,STX,0.0445
DOW,SYK,0.0323
DOW,THC,0.0455
DOW,TMO,0.0423
DOW,V,0.0399
DOW,VFC,0.0452
DOW,VMC,0.0428
DOW,VRSN,0.0312
DOW,VZ,0.0278
DOW,WDC,0.0253
DOW,WFC,0.0349
DOW,WHR,0.0197
DOW,WM,0.0247
DOW,YUM,0.0173
DRI,DVN,0.0100
DRI,EXPD,0.0430
DRI,EXPE,0.0335
DRI,FOSL,0.0483
DRI,HP,0.0211
DRI,HUM,0.0438
DRI,ITW,0.0151
DRI,MCD,0.0317
DRI,MDT,0.0366
DRI,MOS,0.0442
DRI,NBR,0.0078
DRI,NOV,0.0119
DRI,OXY,0.0121
DRI,S,0.0292
DRI,WY,0.0415
DTE,EBAY,0.0116
DTE,EMN,0.0275
DTE,ETR,0.0073
DTE,FE,0.0009
DTE,GLW,0.0075
DTE,JCI,0.0029
DTE,K,0.0474
DTE,KIM,0.0489
DTE,KMI,0.0330
DTE,KO,0.0003
DTE,LMT,0.0022
DTE,MMM,0.0040
DTE,MO,0.0067
DTE,MS,0.0255
DTE,NDAQ,0.0350
DTE,PBI,0.0146
DTE,PM,0.0046
DTE,PPL,0.0001
DTE,PSA,0.0440
DTE,T,0.0422
DTE,TXN,0.0031
DTE,VTR,0.0291
DUK,GLW,0.0337
DUK,IP,0.0048
DUK,KMI,0.0238
DUK,MMM,0.0140
DUK,MO,0.0392
DUK,MS,0.0379
DUK,PBI,0.0015
DUK,PM,0.0062
DUK,TXN,0.0219
DVA,ECL,0.0001
DVA,EMN,0.0498
DVA,FLS,0.0133
DVA,GE,0.0077
DVA,HUM,0.0181
DVA,ICE,0.0353
DVA,IR,0.0360
DVA,ISRG,0.0210
DVA,JPM,0.0143
DVA,KLAC,0.0411
DVA,LEN,0.0335
DVA,LOW,0.0218
DVA,MAS,0.0325
DVA,MSI,0.0468
DVA,NFLX,0.0111
DVA,NU,0.0219
DVA,NVDA,0.0230
DVA,PG,0.0039
DVA,PH,0.0294
DVA,PWR,0.0002
DVA,RSG,0.0472
DVA,TEL,0.0166
DVA,THC,0.0353
DVA,UNM,0.0162
DVN,EXPD,0.0028
DVN,FDX,0.0318
DVN,FOSL,0.0082
DVN,GNW,0.0122
DVN,HRL,0.0298
DVN,ITW,0.0163
DVN,NOV,0.0443
DVN,PCG,0.0133
DVN,SNA,0.0095
EA,NKE,0.0484
EA,OI,0.0252
EA,PRGO,0.0276
EA,UPS,0.0203
EBAY,EQR,0.0044
EBAY,GLW,0.0426
EBAY,KMI,0.0493
EBAY,MO,0.0235
EBAY,NI,0.0089
EBAY,PEG,0.0239
ECL,FLS,0.0075
ECL,GE,0.0061
ECL,HUM,0.0163
ECL,ISRG,0.0366
ECL,JPM,0.0011
ECL,KLAC,0.0172
ECL,LEN,0.0062
ECL,NFLX,0.0001
ECL,NTAP,0.0426
ECL,NU,0.0026
ECL,NVDA,0.0023
ECL,PHM,0.0149
ECL,PWR,0.0003
ECL,RSG,0.0031
ECL,STX,0.0313
ECL,TEL,0.0199
ED,GLW,0.0097
ED,K,0.0489
ED,KO,0.0022
ED,LMT,0.0082
ED,MMM,0.0259
ED,MO,0.0391
ED,NI,0.0073
ED,OXY,0.0419
ED,PBI,0.0062
ED,PM,0.0096
ED,TXN,0.0333
ED,VTR,0.0213
EFX,MU,0.0141
EIX,EQR,0.0096
EIX,PBI,0.0416
EIX,PCG,0.0148
EIX,SO,0.0055
EIX,THC,0.0263
EL,MMC,0.0222
EL,ROP,0.0324
EL,UPS,0.0346
EMN,EQR,0.0379
EMN,GS,0.0431
EMN,HIG,0.0190
EMN,HUM,0.0203
EMN,KR,0.0194
EMN,MS,0.0437
EMN,NRG,0.0265
EMN,OKE,0.0436
EMN,PEG,0.0410
EMN,PGR,0.0459
EMN,THC,0.0394
EMN,VZ,0.0186
EMR,FIS,0.0421
EMR,HUM,0.0060
EMR,LEG,0.0145
EMR,MCK,0.0216
EMR,NKE,0.0079
EMR,OI,0.0051
EMR,RSG,0.0493
EMR,SBUX,0.0144
EMR,STI,0.0077
EMR,TXT,0.0298
EMR,UPS,0.0260
EMR,VLO,0.0354
EMR,VRSN,0.0026
EMR,WDC,0.0342
EMR,WFC,0.0368
EMR,WHR,0.0417
EMR,WM,0.0182
EMR,XRAY,0.0490
EOG,EQR,0.0354
EOG,ETN,0.0459
EOG,EW,0.0468
EOG,EXC,0.0435
EOG,FHN,0.0421
EOG,FIS,0.0220
EOG,FITB,0.0337
EOG,FMC,0.0388
EOG,GD,0.0406
EOG,GILD,0.0327
EOG,GIS,0.0318
EOG,GOOG,0.0466
EOG,GPC,0.0483
EOG,GT,0.0341
EOG,HAS,0.0227
EOG,HBAN,0.0269
EOG,HRB,0.0216
EOG,HSY,0.0094
EOG,HUM,0.0390
EOG,INTC,0.0500
EOG,IPG,0.0010
EOG,KEY,0.0260
EOG,KR,0.0421
EOG,LEG,0.0288
EOG,LLY,0.0394
EOG,LNC,0.0137
EOG,LUV,0.0473
EOG,MCD,0.0245
EOG,MCK,0.0365
EOG,MET,0.0243
EOG,MMM,0.0388
EOG,MNST,0.0287
EOG,MOS,0.0497
EOG,MTB,0.0082
EOG,MU,0.0411
EOG,NDAQ,0.0372
EOG,NKE,0.0019
EOG,NRG,0.0298
EOG,NTAP,0.0377
EOG,NTRS,0.0490
EOG,NU,0.0489
EOG,NVDA,0.0447
EOG,OI,0.0025
EOG,PAYX,0.0326
EOG,PEP,0.0408
EOG,PNC,0.0326
EOG,PPG,0.0231
EOG,PRGO,0.0404
EOG,PRU,0.0285
EOG,PX,0.0475
EOG,QCOM,0.0465
EOG,RF,0.0433
EOG,RHI,0.0353
EOG,ROK,0.0220
EOG,RSG,0.0434
EOG,S,0.0500
EOG,SBUX,0.0087
EOG,SCHW,0.0303
EOG,SEE,0.0457
EOG,SJM,0.0135
EOG,STI,0.0372
EOG,STZ,0.0214
EOG,TDC,0.0107
EOG,TSN,0.0190
EOG,TXT,0.0478
EOG,UNH,0.0410
EOG,UNM,0.0481
EOG,UPS,0.0111
EOG,USB,0.0362
EOG,VNO,0.0197
EOG,VRSN,0.0012
EOG,WDC,0.0384
EOG,WFC,0.0337
EOG,WHR,0.0333
EOG,WM,0.0438
EOG,WU,0.0049
EOG,WYNN,0.0079
EOG,XEL,0.0305
EOG,XRAY,0.0039
EOG,XRX,0.0348
EOG,ZION,0.0075
EQR,GCI,0.0045
EQR,GLW,0.0127
EQR,HPQ,0.0072
EQR,IRM,0.0423
EQR,KO,0.0211
EQR,LMT,0.0443
EQR,MO,0.0012
EQR,NI,0.0148
EQR,ORCL,0.0396
EQR,PBI,0.0347
EQR,PEG,0.0374
EQR,PM,0.0127
EQR,THC,0.0117
EQR,TXN,0.0121
EQR,UNM,0.0489
EQR,WMT,0.0239
EQT,IPG,0.0460
EQT,IVZ,0.0429
EQT,NTRS,0.0358
EQT,STT,0.0255
EQT,TMO,0.0419
ETN,FLS,0.0108
ETN,HUM,0.0105
ETN,IR,0.0436
ETN,L,0.0490
ETN,NFLX,0.0337
ETN,WDC,0.0414
ETR,LMT,0.0106
ETR,MMM,0.0025
ETR,NDAQ,0.0229
EW,F,0.0267
EW,UNH,0.0136
EXC,HST,0.0093
EXC,INTC,0.0474
EXC,NEM,0.0490
EXC,PSX,0.0435
EXC,PX,0.0254
EXC,S,0.0094
EXC,SBUX,0.0265
EXC,SUN,0.0352
EXPD,EXPE,0.0082
EXPD,FAST,0.0197
EXPD,FDX,0.0377
EXPD,FFIV,0.0105
EXPD,FLS,0.0283
EXPD,FMC,0.0069
EXPD,FOSL,0.0065
EXPD,FTI,0.0408
EXPD,GE,0.0296
EXPD,GNW,0.0034
EXPD,GOOG,0.0140
EXPD,GPC,0.0028
EXPD,GWW,0.0175
EXPD,HD,0.0254
EXPD,HIG,0.0385
EXPD,HP,0.0125
EXPD,HRB,0.0141
EXPD,HRL,0.0078
EXPD,HSY,0.0306
EXPD,HUM,0.0098
EXPD,IBM,0.0208
EXPD,ICE,0.0153
EXPD,INTU,0.0159
EXPD,IR,0.0221
EXPD,IRM,0.0235
EXPD,ISRG,0.0122
EXPD,ITW,0.0143
EXPD,JBL,0.0416
EXPD,KLAC,0.0155
EXPD,L,0.0334
EXPD,LEG,0.0234
EXPD,LEN,0.0069
EXPD,LH,0.0279
EXPD,LLY,0.0160
EXPD,LOW,0.0296
EXPD,LRCX,0.0296
EXPD,MA,0.0165
EXPD,MAR,0.0170
EXPD,MAS,0.0104
EXPD,MCK,0.0298
EXPD,MCO,0.0065
EXPD,MDT,0.0367
EXPD,MMC,0.0129
EXPD,MOS,0.0007
EXPD,MSFT,0.0053
EXPD,MSI,0.0191
EXPD,NBR,0.0014
EXPD,NFLX,0.0094
EXPD,NOV,0.0441
EXPD,NRG,0.0249
EXPD,NTAP,0.0205
EXPD,NU,0.0107
EXPD,NVDA,0.0152
EXPD,NWL,0.0210
EXPD,NWSA,0.0238
EXPD,OI,0.0217
EXPD,ORCL,0.0103
EXPD,ORLY,0.0174
EXPD,OXY,0.0171
EXPD,PAYX,0.0114
EXPD,PCG,0.0114
EXPD,PEG,0.0351
EXPD,PFE,0.0117
